track_id,frame_id,bbox_x_center,bbox_y_center,bbox_width,bbox_height,x_world_new,y_world_new
1,0,0.0738339275121688,0.2367292940616607,0.0761989280581474,0.0889802724123001,1984371.625,-761347.8125
2,0,0.3920349180698395,0.2665170431137085,0.0904415100812912,0.0846071019768714,11655385.0,-5156776.5
3,0,0.7425748109817505,0.0719477087259292,0.0402069091796875,0.0575951486825943,47900776.0,-23034266.0
1,1,0.0816841274499893,0.2399622648954391,0.0785861313343048,0.0865192860364914,2078055.125,-801679.875
2,1,0.4065715074539184,0.2661287784576416,0.0896967276930809,0.0842554047703743,12591076.0,-5598643.0
3,1,0.7451081871986389,0.0688108950853347,0.0390148162841796,0.0572511553764343,48201784.0,-23185956.0
1,2,0.0909867957234382,0.2447066158056259,0.0793257728219032,0.0899093896150589,2120219.75,-821131.25
2,2,0.4215271770954132,0.2653740644454956,0.0897872596979141,0.0867929235100746,13509292.0,-6034693.5
3,2,0.7474961876869202,0.0642582476139068,0.0382159538567066,0.0579634457826614,48436388.0,-23304336.0
1,3,0.1008954495191574,0.2505377233028412,0.0781236067414283,0.0898655205965042,2207468.5,-859531.875
2,3,0.4392310976982116,0.2635322213172912,0.0891183540225029,0.0862760618329048,14800693.0,-6653199.5
3,3,0.7503232359886169,0.0606355592608451,0.0387347526848316,0.0572601184248924,48781788.0,-23478412.0
1,4,0.110047847032547,0.2562206983566284,0.0818085297942161,0.0882688015699386,2293207.5,-897123.8125
2,4,0.4562272727489471,0.2622247040271759,0.089314080774784,0.0846986398100853,16141256.0,-7297471.5
3,4,0.7528879046440125,0.0566183701157569,0.0366346985101699,0.0547279864549636,49246840.0,-23713172.0
1,5,0.1194565445184707,0.2603053450584411,0.082088753581047,0.0902323424816131,2368633.75,-930543.125
2,5,0.4715912044048309,0.259489893913269,0.0892779678106308,0.0843284875154495,17441738.0,-7926208.0
3,5,0.7554600834846497,0.0523659028112888,0.0368170402944088,0.0521179921925067,49709052.0,-23946464.0
1,6,0.1291135251522064,0.2641028165817261,0.0825792029500007,0.0890324339270591,2488529.25,-982595.0
2,6,0.4871445596218109,0.2555573582649231,0.0902951583266258,0.0850239917635917,18795824.0,-8583700.0
3,6,0.7578837871551514,0.0488494150340557,0.0354796089231967,0.0514513924717903,50024996.0,-24105842.0
1,7,0.1390966027975082,0.2688828408718109,0.0842338502407074,0.091809943318367,2559702.5,-1014539.625
2,7,0.5018786191940308,0.2519190609455108,0.0903273895382881,0.0825776308774948,20280426.0,-9307293.0
3,7,0.7599982023239136,0.0440052635967731,0.0345143005251884,0.0501518324017524,50372308.0,-24281366.0
1,8,0.1483624726533889,0.2731813192367553,0.0863061696290969,0.0930726081132888,2645382.25,-1052458.25
2,8,0.5168045163154602,0.2477311342954635,0.0887556746602058,0.0835727155208587,21684470.0,-9993387.0
3,8,0.7621196508407593,0.0397199988365173,0.0337768569588661,0.0495693162083625,50661192.0,-24427230.0
1,9,0.1584925055503845,0.2764177024364471,0.0880415961146354,0.0935544595122337,2769745.5,-1106824.0
2,9,0.5309447050094604,0.2453600019216537,0.0878182426095008,0.0837863385677337,23051738.0,-10662901.0
3,9,0.7645596265792847,0.0368946902453899,0.0331200920045375,0.0483658947050571,50996920.0,-24596476.0
1,10,0.1696765422821045,0.2790725827217102,0.0905808433890342,0.0908027067780494,2961058.5,-1189628.875
2,10,0.5451357364654541,0.2414562702178955,0.0858311355113983,0.0829285904765129,24555172.0,-11401621.0
3,10,0.7670376896858215,0.0327596589922905,0.0335315056145191,0.0468642488121986,51368960.0,-24784342.0
1,11,0.180796816945076,0.2809418439865112,0.0930565521121025,0.0919582620263099,3127131.0,-1261738.0
2,11,0.5593976378440857,0.2366818040609359,0.0843305885791778,0.0835272073745727,26000024.0,-12111718.0
3,11,0.7688934803009033,0.0295804515480995,0.0326522812247276,0.046771015971899,51585344.0,-24893622.0
1,12,0.1932422220706939,0.2817895710468292,0.0939634963870048,0.0938856229186058,3343604.5,-1355571.125
2,12,0.5720811486244202,0.2325758188962936,0.0833866745233535,0.0811521187424659,27446960.0,-12825538.0
3,12,0.7711622714996338,0.0260388981550931,0.0312372203916311,0.0450415275990963,51957416.0,-25081582.0
1,13,0.205096885561943,0.2840016484260559,0.0973810032010078,0.095442920923233,3544791.25,-1443861.25
2,13,0.584237277507782,0.2244434207677841,0.0817954391241073,0.0822382494807243,28731462.0,-13459914.0
3,13,0.7724378108978271,0.0231073405593633,0.0305627826601266,0.0430296026170253,52250400.0,-25229736.0
1,14,0.2174348980188369,0.287543922662735,0.0984261184930801,0.0913513451814651,3849022.25,-1577684.75
2,14,0.5966476202011108,0.2189366370439529,0.0803920775651931,0.0821857750415802,30054724.0,-14115004.0
