track_id,frame_id,bbox_x_center,bbox_y_center,bbox_width,bbox_height,x_world_new,y_world_new
1,0,0.0738339275121688,0.2367292940616607,0.0761989280581474,0.0889802724123001,39.126617431640625,-22.222206115722656
2,0,0.3920349180698395,0.2665170431137085,0.0904415100812912,0.0846071019768714,34.821922302246094,-21.826656341552734
3,0,0.7425748109817505,0.0719477087259292,0.0402069091796875,0.0575951486825943,20.54067039489746,9.117098808288574
1,1,0.0816841274499893,0.2399622648954391,0.0785861313343048,0.0865192860364914,39.084564208984375,-22.41327667236328
2,1,0.4065715074539184,0.2661287784576416,0.0896967276930809,0.0842554047703743,34.77552032470703,-21.34343910217285
3,1,0.7451081871986389,0.0688108950853347,0.0390148162841796,0.0572511553764343,20.37112045288086,9.590972900390625
1,2,0.0909867957234382,0.2447066158056259,0.0793257728219032,0.0899093896150589,38.8256950378418,-22.569812774658203
2,2,0.4215271770954132,0.2653740644454956,0.0897872596979141,0.0867929235100746,34.763099670410156,-20.746580123901367
3,2,0.7474961876869202,0.0642582476139068,0.0382159538567066,0.0579634457826614,20.258983612060547,10.192898750305176
1,3,0.1008954495191574,0.2505377233028412,0.0781236067414283,0.0898655205965042,38.804054260253906,-22.819162368774414
2,3,0.4392310976982116,0.2635322213172912,0.0891183540225029,0.0862760618329048,34.650962829589844,-20.36151123046875
3,3,0.7503232359886169,0.0606355592608451,0.0387347526848316,0.0572601184248924,20.035295486450195,10.858979225158691
1,4,0.110047847032547,0.2562206983566284,0.0818085297942161,0.0882688015699386,38.71071243286133,-23.065113067626953
2,4,0.4562272727489471,0.2622247040271759,0.089314080774784,0.0846986398100853,34.500152587890625,-20.084503173828125
3,4,0.7528879046440125,0.0566183701157569,0.0366346985101699,0.0547279864549636,19.952091217041016,11.509505271911621
1,5,0.1194565445184707,0.2603053450584411,0.082088753581047,0.0902323424816131,38.53528594970703,-23.221355438232422
2,5,0.4715912044048309,0.259489893913269,0.0892779678106308,0.0843284875154495,34.37541198730469,-19.90886116027832
3,5,0.7554600834846497,0.0523659028112888,0.0368170402944088,0.0521179921925067,19.783960342407227,12.09494686126709
1,6,0.1291135251522064,0.2641028165817261,0.0825792029500007,0.0890324339270591,38.52848434448242,-23.41090965270996
2,6,0.4871445596218109,0.2555573582649231,0.0902951583266258,0.0850239917635917,34.25372314453125,-19.748563766479492
3,6,0.7578837871551514,0.0488494150340557,0.0354796089231967,0.0514513924717903,19.671100616455078,12.71816349029541
1,7,0.1390966027975082,0.2688828408718109,0.0842338502407074,0.091809943318367,38.3189697265625,-23.539642333984375
2,7,0.5018786191940308,0.2519190609455108,0.0903273895382881,0.0825776308774948,34.15845489501953,-19.654172897338867
3,7,0.7599982023239136,0.0440052635967731,0.0345143005251884,0.0501518324017524,19.605247497558594,13.252861976623535
1,8,0.1483624726533889,0.2731813192367553,0.0863061696290969,0.0930726081132888,38.168392181396484,-23.666053771972656
2,8,0.5168045163154602,0.2477311342954635,0.0887556746602058,0.0835727155208587,34.01778793334961,-19.42682456970215
3,8,0.7621196508407593,0.0397199988365173,0.0337768569588661,0.0495693162083625,19.512935638427734,13.797850608825684
1,9,0.1584925055503845,0.2764177024364471,0.0880415961146354,0.0935544595122337,37.9754638671875,-23.80327796936035
2,9,0.5309447050094604,0.2453600019216537,0.0878182426095008,0.0837863385677337,33.842864990234375,-19.15289878845215
3,9,0.7645596265792847,0.0368946902453899,0.0331200920045375,0.0483658947050571,19.354049682617188,14.3953275680542
1,10,0.1696765422821045,0.2790725827217102,0.0905808433890342,0.0908027067780494,37.93274688720703,-23.956619262695312
2,10,0.5451357364654541,0.2414562702178955,0.0858311355113983,0.0829285904765129,33.71718215942383,-18.845844268798828
3,10,0.7670376896858215,0.0327596589922905,0.0335315056145191,0.0468642488121986,19.18047523498535,14.97317123413086
1,11,0.180796816945076,0.2809418439865112,0.0930565521121025,0.0919582620263099,37.69548034667969,-24.052520751953125
2,11,0.5593976378440857,0.2366818040609359,0.0843305885791778,0.0835272073745727,33.54631805419922,-18.53939437866211
3,11,0.7688934803009033,0.0295804515480995,0.0326522812247276,0.046771015971899,19.110557556152344,15.452686309814453
1,12,0.1932422220706939,0.2817895710468292,0.0939634963870048,0.0938856229186058,37.451454162597656,-24.106040954589844
2,12,0.5720811486244202,0.2325758188962936,0.0833866745233535,0.0811521187424659,33.49738311767578,-18.315650939941406
3,12,0.7711622714996338,0.0260388981550931,0.0312372203916311,0.0450415275990963,19.03643035888672,16.023014068603516
1,13,0.205096885561943,0.2840016484260559,0.0973810032010078,0.095442920923233,37.18519592285156,-24.081348419189453
2,13,0.584237277507782,0.2244434207677841,0.0817954391241073,0.0822382494807243,33.497493743896484,-17.93408966064453
3,13,0.7724378108978271,0.0231073405593633,0.0305627826601266,0.0430296026170253,19.003400802612305,16.327260971069336
1,14,0.2174348980188369,0.287543922662735,0.0984261184930801,0.0913513451814651,37.000518798828125,-24.268569946289062
2,14,0.5966476202011108,0.2189366370439529,0.0803920775651931,0.0821857750415802,33.56293487548828,-17.44586944580078
3,14,0.7740800380706787,0.0207510851323604,0.0289721172302961,0.0403451547026634,18.953603744506836,16.73126983642578
1,15,0.2302320450544357,0.2908701598644256,0.1002179011702537,0.0893595367670059,36.65451431274414,-24.450883865356445
2,15,0.6079053282737732,0.2140459418296814,0.0779610350728035,0.0830368474125862,33.627445220947266,-16.991085052490234
3,15,0.7761623859405518,0.0177170280367136,0.0290630348026752,0.0346746332943439,18.77602767944336,17.1573486328125
1,16,0.2430723160505294,0.293131411075592,0.0998355373740196,0.087337888777256,36.31956481933594,-24.635847091674805
2,16,0.620129406452179,0.2096224129199981,0.0750422179698944,0.0817907378077507,33.375125885009766,-16.379776000976562
3,16,0.7779666185379028,0.015158487483859,0.0293518062680959,0.0303169749677181,18.628223419189453,17.53875732421875
1,17,0.2561911344528198,0.2938840389251709,0.1010660007596015,0.0875669941306114,35.944358825683594,-24.704744338989258
2,17,0.6298128962516785,0.2034475803375244,0.073417343199253,0.0818392857909202,33.143333435058594,-15.827446937561035
3,17,0.7799946665763855,0.0139598883688449,0.0283026378601789,0.0279197767376899,18.485321044921875,18.026866912841797
1,18,0.2689765095710754,0.2958354353904724,0.1010541096329689,0.0872216373682022,35.64665603637695,-24.64960289001465
2,18,0.6409512758255005,0.1977657675743103,0.0726673752069473,0.0805283859372139,32.161380767822266,-14.146950721740723
3,18,0.7818112969398499,0.0141185028478503,0.0274913795292377,0.0282370056957006,18.334062576293945,18.48375701904297
1,19,0.2824178636074066,0.2970923185348511,0.1010927483439445,0.0869787111878395,35.40080261230469,-24.439533233642578
2,19,0.6513042449951172,0.1913250982761383,0.06918665766716,0.0793924257159233,30.94422149658203,-11.897730827331543
1,20,0.2973639667034149,0.2965281903743744,0.1007718741893768,0.0869859457015991,35.168521881103516,-24.178905487060547
2,20,0.6589224934577942,0.1851703822612762,0.066495768725872,0.0798247456550598,30.287446975708008,-9.965618133544922
1,21,0.3116197884082794,0.2961694896221161,0.0998124629259109,0.0871275439858436,35.10233688354492,-23.946857452392578
2,21,0.6684345006942749,0.1791083216667175,0.0641733184456825,0.0768531113862991,29.396162033081055,-7.607978343963623
1,22,0.3259361982345581,0.2950772941112518,0.0979452133178711,0.085912749171257,35.15791320800781,-23.75564193725586
2,22,0.6772086024284363,0.1729584336280822,0.0619471855461597,0.0748143345117569,28.460453033447266,-5.443704128265381
1,23,0.3403275310993194,0.294325977563858,0.0978218391537666,0.0851702913641929,35.223812103271484,-23.55799102783203
2,23,0.6846536993980408,0.1663465499877929,0.0582450218498706,0.0740910172462463,27.58811378479004,-3.5308783054351807
1,24,0.3548693358898163,0.294031947851181,0.0970712974667549,0.0861753970384597,35.32282257080078,-23.256135940551758
2,24,0.6920228600502014,0.1604902148246765,0.0575852058827877,0.0739753618836402,26.675743103027344,-1.6934221982955933
1,25,0.3700251281261444,0.294484794139862,0.0973875075578689,0.0838620215654373,35.16551971435547,-23.0456600189209
2,25,0.6994048357009888,0.1549664437770843,0.0554924011230468,0.072641022503376,25.54537010192871,0.17676647007465363
1,26,0.3835946321487427,0.2937919795513153,0.0980349257588386,0.083850659430027,34.91264343261719,-22.65216636657715
2,26,0.7062149047851562,0.1493472605943679,0.053038977086544,0.0711085125803947,24.513931274414062,1.9093881845474243
1,27,0.3994966447353363,0.2914554476737976,0.0958965942263603,0.0869917124509811,34.9516487121582,-21.885108947753906
2,27,0.7117131352424622,0.1426995396614074,0.0503438301384449,0.0719346329569816,23.678485870361328,3.188535213470459
1,28,0.4143262803554535,0.2897744476795196,0.0947854667901992,0.0909507498145103,34.95838165283203,-21.22557830810547
2,28,0.7172790765762329,0.1358971148729324,0.048159472644329,0.0703963786363601,22.855493545532227,4.403961181640625
1,29,0.4297159314155578,0.2889192998409271,0.0935089439153671,0.0922153070569038,34.87066650390625,-20.719919204711914
2,29,0.7228005528450012,0.1308111995458603,0.0461592338979244,0.0693649649620056,22.05277442932129,5.562974452972412
1,30,0.4444152116775512,0.2872902750968933,0.092593602836132,0.0910132229328155,34.701087951660156,-20.377437591552734
2,30,0.7277786135673523,0.1250357180833816,0.0440903343260288,0.0677915439009666,21.390737533569336,6.5695600509643555
1,31,0.4587414562702179,0.2860736548900604,0.0924211218953132,0.0899624824523925,34.57706832885742,-20.080459594726562
